id,idiom_src,meaning_src,idiom_tgt,meaning_tgt,confidence,verified,lang_pair,mSBERT_score,LaBSE_score
5234,ধূয়া,মুখ্য অর্থ- যে সুরে গান শুরু হবে সেই সুর শুরু করা; দোহারগণ গানের যে অংশ বার বার গায়; গৌণ অর্থ- যে উক্তি বার বার করা হয়,"broken record', 'same old song and dance",,HIGH,False,bn-en,,
5235,ধূয়া তোলা,আবদার করা; ছল করা,"Throw a tantrum', 'Create a smokescreen",,HIGH,False,bn-en,,
5236,ধূলাবালি,অকিঞ্চিৎকর পদার্থ,"small potatoes', 'not worth a dime",,HIGH,False,bn-en,,
5237,ধূলামুষ্টি স্বর্ণমুষ্টি হওয়া,যে কাজেই হাত দেওয়া হোক-না-কেন সর্বক্ষেত্রেই সাফল্য পাওয়া,"Have the Midas touch', 'Turn everything one touches to gold",,HIGH,False,bn-en,,
5238,ধূলিসাৎ,সম্পূর্ণ ব্যর্থ,"bite the dust', 'go up in smoke', 'come to naught",,HIGH,False,bn-en,,
5239,ধেই-ধেই,উদ্দাম নাচের ভঙ্গি,"dancing up a storm', 'cutting a rug wildly",,HIGH,False,bn-en,,
5240,ধেড়ে ইঁদুর,ঘাগি; পাকা শয়তান; দুষ্টচক্রের গোদা; বড়মাপের দুস্কৃতি,"sly as a fox', 'old fox', 'crafty devil",,HIGH,False,bn-en,,
5241,ধেড়ে খোকা,বয়স বা দৈর্ঘ্যে কিশোর অপেক্ষা বেশি বয়স্ক; যুবক,"strapping young lad', 'young buck",,HIGH,False,bn-en,,
5242,ধেড়ে রোগ,জন্তুর মত বৃদ্ধবয়সে যুবকের মত সন্তান উৎপাদনের ইচ্ছা,Old before one's time,The body becoming worn out or aged prematurely due to excessive worry in young age,MEDIUM,False,bn-en,0.39596691727638245,0.1382300853729248
5243,ধেনো,সু অর্থে- ধান চাষ হয় এমন; কু-অর্থে ধানচাষির মতো মূর্খ,"dumb as a rock (for negative sense)', 'fertile ground (for positive sense)",,HIGH,False,bn-en,,
5244,ধোঁকা খাওয়া,প্রতারিত হওয়া বা প্রতারণা করা; ঠকানো বা ঠকা,"to be taken for a ride', ""to pull the wool over someone's eyes"", 'to be duped",,HIGH,False,bn-en,,
5245,ধোঁকাবাজ,প্রতারক,"con artist', 'swindler', 'charlatan",,HIGH,False,bn-en,,
5246,ধোঁকায় পড়া,প্রতারিত হওয়া; সন্দেহ বা ভ্রমে পড়া,"To be taken in', 'To fall for a trick', 'To be hoodwinked",,HIGH,False,bn-en,,
5247,ধোঁকার টাটি,প্রতারণার আবরণ যা থেকে কিছু বোঝা যায় না; বাইরে সাজানো ভেতরে অসুবিধা,"smoke and mirrors', 'all that glitters is not gold', ""wolf in sheep's clothing",,HIGH,False,bn-en,,
5248,ধোঁয়াটে,অস্পষ্টভাব,"hazy', 'fuzzy', 'through a fog",,HIGH,False,bn-en,,
5249,ধোকড়,"কিছু না, ফাঁকি","Much ado about nothing', 'All smoke and no fire",,HIGH,False,bn-en,,
5250,ধোপদুরস্ত,"বাবুয়ানি, পরিপাটি, পরিষ্কার পরিচ্ছন্ন","dressed to the nines', 'spick and span', 'neat as a pin",,HIGH,False,bn-en,,
5251,ধোপা-নাপিত বন্ধ করা,সমাজচ্যুত করা বা সামাজিক দণ্ড দেওয়া,"To shun someone', 'To impose a social boycott', 'To give someone the cold shoulder",,HIGH,False,bn-en,,
5252,ধোপা-ভাঁড়ারী,ধোপার ভাঁড়ারে অনেক কাপড় অথচ তার নিজের কিছু নয়,"The cobbler's children have no shoes"", 'All hat and no cattle",,HIGH,False,bn-en,,
5253,ধোপার গাধা,পরের জন্য খেটে মরা ব্যক্তি,"Workhorse', 'Beast of burden', 'Unsung hero",,HIGH,False,bn-en,,
5254,ধোপার পাট ঘরেরও না ঘাটেরও না,যে মানুষ সর্বত্র অনাদৃত,"neither here nor there', 'a square peg in a round hole",,HIGH,False,bn-en,,
5255,ধোপার বোঝা,অপরের দায়িত্ব,"Not my problem', 'Passing the buck",,HIGH,False,bn-en,,
5256,ধোপে টেকা,বজায় থাকা; যুক্তিগ্রাহ্য হওয়া; শেষপর্যন্ত নানা ঘাতপ্রতিঘাত সহ্য করে টিকে যাওয়া,"hold water', 'weather the storm', 'stand the test of time",,HIGH,False,bn-en,,
5257,ধোপে টিকবে না,পরীক্ষায় উত্তীর্ণ হবে না; পরীক্ষায় ভিতরের গলদ প্রকাশ হয়ে পড়বে,"It won't wash"", ""Won't hold water"", 'The emperor has no clothes",,HIGH,False,bn-en,,
5258,ধোয়া তুলসীপাতা,নিস্পাপ; কিছু জানে না; নিস্কলঙ্ক বলে নিজেকে জাহির করা লোকের প্রতি তির্যকোক্তি,"pure as the driven snow (sarcastically)', 'holier than thou",,HIGH,False,bn-en,,
5259,ধোলাই দেওয়া,প্রচণ্ড প্রহার করা,"beat the living daylights out of someone', 'give someone a hiding', 'thrash thoroughly",,HIGH,False,bn-en,,
5260,ধ্যাড়া,অপটুতার দরুন কাজ পণ্ড করা,"Make a mess of something', 'Botch up a job",,HIGH,False,bn-en,,
5261,ধ্বজভঙ্গ,পুরুষত্বহীনাতারূপ ব্যাধি- গালিবিশেষ,"lacking balls', 'not man enough",,HIGH,False,bn-en,,
5262,ধ্বজা উড়ানো,উগ্রভাবে সমর্থন করা,"fly the flag for', 'wave the flag', 'rally around the flag",,HIGH,False,bn-en,,
5263,ধ্বজাধারী,"উপাধি, বংশ, ফোঁটা, তিলক ইত্যাদির গর্বে গর্বিত ব্যক্তি","puffed up with pride', 'proud as a peacock",,HIGH,False,bn-en,,
5264,ধ্রুব,"অবিসংবাদিত, খাঁটি, যথার্থ","rock-solid truth', 'absolute certainty', 'gospel truth",,HIGH,False,bn-en,,
5265,ধ্রুবতারা,জীবনের আদর্শ; অন্যতম লক্ষ্য,"North Star', 'guiding light', 'beacon of hope",,HIGH,False,bn-en,,
5266,ধ্রুবসত্য,চরমসত্য,"gospel truth', 'undeniable fact",,HIGH,False,bn-en,,
5267,নওরোজ,বছরের প্রথমদিন; উৎসববিশেষ,New Year's Day,,HIGH,False,bn-en,0.33135831356048584,0.30540579557418823
5268,নকড়া-ছকড়া করা,অবহেলা/তুচ্ছতাচ্ছিল্য/অপমানিত করা,"to treat like dirt', 'to belittle', 'to rag on someone",,HIGH,False,bn-en,,
5269,নকলনবিশ,বিদ্রুপে অনুকরণ করতে ওস্তাদ,"Copycat', 'Master mimic",,HIGH,False,bn-en,,
5270,নকশা,"তামাশা, ন্যাকামি","monkey around', 'act the fool', 'put on airs",,HIGH,False,bn-en,,
5271,নক্ষত্রপতন,বিখ্যাত ব্যক্তির মৃত্যু,"A star falls', 'A great light goes out",,HIGH,False,bn-en,,
5272,নখদন্তহীন শার্দূল,ক্ষমতা হারানো প্রবল ব্যক্তিত্ব,"Toothless tiger', 'Paper tiger",,HIGH,False,bn-en,,
5273,নখদর্পণ,নিখুঁত পূর্ণ ও স্পষ্ট জ্ঞান,"at one's fingertips"", 'clear as crystal",,HIGH,False,bn-en,,
5274,নগদ,"নগদে, সঙ্গেসঙ্গে প্রদেয় দাম","Cash on the nail', 'Ready money",,HIGH,False,bn-en,,
5275,নগদ নারায়ণ,কাঁচা পয়সা; নগদ টাকা,"Cash on the nail', 'Ready money",,HIGH,False,bn-en,,
5276,নগদ বিদায়,কাজ শেষ হওয়ামাত্র মূল্যপ্রদান,"Pay on the nail', 'Cash on delivery",,HIGH,False,bn-en,,
5277,নগ্ন সত্য,খাঁটি সত্য,"The naked truth', 'Stark naked truth', 'Plain truth",,HIGH,False,bn-en,,
5278,নগরঘণ্ট,নানাসব্জী ও তাদের খোসা ইত্যাদি হাবজাগোবজা একত্রে প্রস্তুত ঘ্যাঁট,"hotchpotch', ""dog's breakfast",,HIGH,False,bn-en,,
5279,নচ্ছার,"অপদার্থ, সারবিহীন অতি নীচ","good-for-nothing', 'lowlife', 'scum",,HIGH,False,bn-en,,
5280,নজরকাড়া,"আকর্ষণীয়, দর্শনীয়","eye-catching', 'steals the show', 'captivating",,HIGH,False,bn-en,,
5281,নজর করা,"দৃষ্টি দেওয়া, লক্ষ্য করা","keep an eye on', 'take notice of",,HIGH,False,bn-en,,
5282,নজর দেওয়া,"দৃষ্টি দেওয়া, লক্ষ্য রাখা","keep an eye on', 'pay attention to",,HIGH,False,bn-en,,
5283,নজর রাখা,তত্ত্বাবধান করা; বিশেষ লক্ষ্য রাখা,"Keep an eye on', 'Watch closely",,HIGH,False,bn-en,,
5284,নজর মারা,কুদৃষ্টি দেওয়া,"Give someone the evil eye', 'Cast an envious glance",,HIGH,False,bn-en,,
5285,নজর লাগা,কুদৃষ্টিতে পড়া,"Give the evil eye', 'Jinxed by bad luck",,HIGH,False,bn-en,,
5286,নজর সেলামি,"উপহার, উপঢৌকন, ভেট; বিদ্রুপে ঘুষ","grease the palm', 'a little something under the table",,HIGH,False,bn-en,,
5287,নজরে আসা,দৃষ্টিগোচর হওয়া,"Catch one's eye"", 'Come into sight",,HIGH,False,bn-en,,
5288,নজরে ধরা,প্রীতিজনক বা পছন্দসই হওয়া,"Catch one's eye"", ""To one's taste"", 'Pleasing to the eye",,HIGH,False,bn-en,,
5289,নজরে পড়া,দৃষ্টিগোচর হওয়া,"Catch one's eye"", 'Come into sight",,HIGH,False,bn-en,,
5290,নটখট,ছোটখাটো গোলমাল,"at odds', 'bad blood', 'friction",,HIGH,False,bn-en,,
5291,নটঘট,"অসৎ ঘটনা, নষ্ট ঘটনা, অবৈধ প্রণয়, কলঙ্কজনক ঘটনা","scandalous affair', 'forbidden love', 'immoral liaison",,HIGH,False,bn-en,,
5292,নটঘটে নটবর,বিদ্রুপে লম্পটশ্রেষ্ঠ ব্যক্তি,"the king of scoundrels', 'arch-villain",,HIGH,False,bn-en,,
5293,নট নড়ন-চড়ন,একদম নড়াচড়া করা যাবে না,"Not budge an inch', 'Stock-still', 'Frozen in place",,HIGH,False,bn-en,,
5294,নড়চড়,"সহচর শব্দ; অন্যথা, পরিবর্তন, ব্যত্যয়","No ifs, ands, or buts', 'Set in stone",,HIGH,False,bn-en,,
