"id","idiom_bn","meaning_bn","idiom_en","meaning_en","idiom_hi","meaning_hi","bridge_text","confidence","source_bn","verified"
"4822","দত্তপূর্বা","বিয়ের প্রতিশ্রুতি দেওয়া হয়েছে এমন কন্যা","betrothed girl', 'promised bride","","कान का उल्लू होना","To be a foolish or naive person who is easily fooled.","A girl who has been promised in marriage","HIGH","bagdhara","False"
"4823","দধিকর্ম","দই, খই, ছাতু ইত্যাদি দিয়ে মাঙ্গলিক কাজের জন্য প্রস্তুত ভাগবিশেষ","street food surprise","A mouth-watering snack prepared by mixing various fried items with oil, salt, and chili","मुर्दे का बदन सूजना","To be puffed up with pride; unwarranted arrogance.","A special portion prepared with curd, puffed rice, sattu, and similar items for auspicious occasions","MEDIUM","bagdhara","False"
"4824","দধিমঙ্গল","পূর্বরাত্রে বা সূর্যোদয়ের আগে বিয়ের পাত্রের দইমিশ্রিত মিষ্টান্ন খাওয়ার আচারবিশেষ","sweet and sour words","words mixed with sweet and bitter tones","","To kill two birds with one stone; to solve two problems with a single action.","A special custom of feeding the groom a sweet dish mixed with yogurt on the wedding eve or before sunrise","MEDIUM","bagdhara","False"
"4825","দধীচি","পরের মঙ্গলের জন্য আত্মবলিদানকারী দেহদানকারী মহাপুরুষ","selfless martyr', ""fall on one's sword","","कान का उल्लू होना","To be a foolish or naive person who is easily fooled.","A great person who sacrifices their life or body for the welfare of others","HIGH","bagdhara","False"
"4826","দধীচির হাড়","শক্ত সমর্থ","backbone', 'pillar of strength","","अंधे की लकड़ी","The sole support or reliance of a helpless person.","strong support","HIGH","bagdhara","False"
"4827","দন্ত কচকচি","ঝগড়া, বিবাদ","gnashing of teeth', ""at each other's throats","","","","quarrel, dispute","HIGH","bagdhara","False"
"4828","দন্তবিকাশ","দাঁত খিঁচুনি","Gnashing one's teeth","","","","Gnashing or grinding of teeth","HIGH","bagdhara","False"
"4829","দন্তবিকাশ","দাঁত খিঁচুনি","Grinding one's teeth","","","","Gnashing or grinding of teeth","HIGH","bagdhara","False"
"4830","দন্তরুচিকৌমুদী","বিকশিত দাঁতের শুভ্রতা; হাসার সময়ে সুন্দর সাদা দাঁতের শোভা","pearly whites', 'flashing a dazzling smile","","एक अनार सौ बीमार","When something scarce is desired by many people; too many claimants for a limited resource.","The whiteness of blooming teeth; the beauty of beautiful white teeth when smiling","HIGH","bagdhara","False"
"4831","দন্তস্ফুট","কঠিন বিষয় উপলব্ধি; দুর্বোধ্য/দুরূহ বিষয়ের মধ্যে প্রবেশ; বোঝা","Get one's teeth into something","","आसमान सिर पर उठा लेना","To take on a very difficult task; to attempt the impossible.","Grasping a difficult concept; delving into a complex or obscure topic; comprehending","HIGH","bagdhara","False"
"4832","দন্তস্ফুট","কঠিন বিষয় উপলব্ধি; দুর্বোধ্য/দুরূহ বিষয়ের মধ্যে প্রবেশ; বোঝা","Sink one's teeth into","","आसमान सिर पर उठा लेना","To take on a very difficult task; to attempt the impossible.","Grasping a difficult concept; delving into a complex or obscure topic; comprehending","HIGH","bagdhara","False"
"4833","দাঁতে কুটো ধরা","ঘাট মানা; গরু গাধার মত নিজেকে মূঢ় মনে করা","Eat humble pie', 'Bite the dust","","आईने में मुँह देखना","To introspect; to consider one's own standing before judging others.","To accept defeat or one's fate; to consider oneself foolish or lowly like cattle","HIGH","bagdhara","False"
"4834","দপদপ","অতি আলো প্রকাশের ভাব","flicker like a flame', 'twinkle brightly","","छाती पीटना","To wail or lament loudly; to express intense grief.","The sensation of emitting intense or flickering light","HIGH","bagdhara","False"
"4835","দফায় দফায়","কিস্তি","little by little', 'by degrees', 'in stages","","","","in installments","HIGH","bagdhara","False"
"4836","দফা রফা","অবস্থা","state of affairs', 'how things stand","","आगे कुआँ पीछे खाई","To be in a desperate situation with no escape; between a rock and a hard place.","condition or situation","HIGH","bagdhara","False"
"4837","দফারফা","কর্মশক্তি হ্রাস","Beat to a pulp', 'Worn out', 'Black and blue","","बन्दर क्या जाने अदरक का स्वाद","Don't expect appreciation from those who have no capacity to understand value.","Loss of working capacity due to severe beating or exhaustion","HIGH","bagdhara","False"
"4838","দফা শেষ","সর্বনাশ করা","game over', 'the end of the line', 'finish someone off","","चौड़े बेंकर सोना","To be free from all worries; to be completely carefree.","to ruin completely or destroy utterly","HIGH","bagdhara","False"
"4839","দবদব","দপদপের অনুরূপ","flickering like a flame', 'blazing intermittently","","","","Similar to flickering or burning brightly","HIGH","bagdhara","False"
